name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Alamain (Latin District),"6,265,000 EGP","Residential, Apartment",3,0,195.83,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A04 Floor 1 Unit Z05-CL07-A04-X4-01-02 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Latin City,"12,065,000 EGP","Residential, Apartment",4,0,232.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building Z3CL0304 Floor Ground floor Unit LC304704 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Jade Park,"8,118,000 EGP","Residential, Apartment",3,2,227.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",New Administrative Capital,Cairo,Building 3R Floor 5th floor Unit JP3R53 Jade Park New Administrative Capital Cairo Cairo Egypt,"Welcome to Al Maqsad, your future destination in the heart of the New Capital. Set to be a prominent address in Egypt’s most sought-after location, Al Maqsad promises a full-fledge of vantages, including unique architectural designs with premium exterior and interior finishing, and a charming landscape with horizons of greenery and tree-lined pathways between every home. Its strategic proximity to the New Capital’s cultural city, smart city and sports city, as well as the Canadian and European university offers unmatched luxury, making it a future address for those who appreciate distinguished ways of living."
Alamain (Latin District),"2,631,000 EGP","Residential, Apartment",2,0,123.98,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building B01 Floor 1 Unit Z05-CL11-B01-X7-01-06 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Mazarine Apartment,"26,122,000 EGP","Residential, Apartment",3,3,252.92,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZAB7 Floor 26 Unit B72RA81 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
BEGONIA,"8,770,000 EGP","Residential, Apartment",3,3,151.0,2025,"['Other', 'Gate Community']",New Cairo,Cairo,Building Building 04 Floor 5 Unit MB0454 BEGONIA New Cairo Cairo Egypt,"At Begonia, your location is a catalyst for your growth and balance. Strategically centered in the heart of New Cairo, Begonia enjoys seamless connectivity to the city, ensuring you’ll find everything you need within easy reach, while still enjoying a peaceful retreat. Major thoroughfares like Gamal Abd El Nasser Axis, Al Gezira Axis, and Mohamed Naguib Axis are mere moments away, granting you effortless access to New Cairo’s key destinations SIMPLY HOME Over 80% of our compound, is dedicated to greenery, ensuring that every resident has access to nature’s tranquility right at their doorstep. Our serene water features, add to the aesthetic appeal and provide calming spaces for relaxation and leisure. Our Homes are designed along with Modern Amenities Our residential area, occupying 20% of the compound. All units have premium landscape view."
Zahya,"10,651,000 EGP","Residential, Townhouse",4,1,350.8,2025,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M258 Unit ZH3M258D Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Latin City,"10,597,000 EGP","Residential, Apartment",3,0,200.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building Z3CL0806 Floor 4 Unit LC306402 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Jade Park,"11,728,000 EGP","Residential, Apartment",4,2,328.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",New Administrative Capital,Cairo,Building 1L Floor 5th floor Unit JP1L53 Jade Park New Administrative Capital Cairo Cairo Egypt,"Welcome to Al Maqsad, your future destination in the heart of the New Capital. Set to be a prominent address in Egypt’s most sought-after location, Al Maqsad promises a full-fledge of vantages, including unique architectural designs with premium exterior and interior finishing, and a charming landscape with horizons of greenery and tree-lined pathways between every home. Its strategic proximity to the New Capital’s cultural city, smart city and sports city, as well as the Canadian and European university offers unmatched luxury, making it a future address for those who appreciate distinguished ways of living."
Zahya,"9,787,000 EGP","Residential, Twinhouse",3,0,300.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZHC224 Floor Ground floor Unit ZHC224A Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Beachfront Tower - B1,"65,606,000 EGP","Residential, Apartment",3,3,398.0,2025,['Other'],Mersa Matruh,Matrouh,Building BTB1 Floor 5th floor Unit BTB1051 Beachfront Tower - B1 Mersa Matruh (k) Matrouh Egypt,"Explore a lifestyle that allows you to have your work office set close to all amenities that create the work-life balance you aspire for. Mazarine Hub, a great business district, introduces office buildings, retail spaces and F&B, set in the core of all Mazarine projects. Beachfront Towers bring a podium of four floors, with a wide range of local and international brand name retail shops with capacious terraces, overlooking the crystalline sea. Its deck is designed to have outdoor greenery, landscape, gardens, pools & water features."
Alamain (Latin District),"5,762,000 EGP","Residential, Apartment",4,0,239.22,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A12 Floor 2 Unit Z05-CL12-A12-X7-S2-02-04 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Latin City,"8,470,000 EGP","Residential, Apartment",3,0,222.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building Z6CL0715 Floor 3 Unit LC615102 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Central,"40,937,000 EGP","Commercial, Office",0,0,216.52,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",New Cairo,Cairo,Building O10 Floor 2 Unit O10-02-C Central New Cairo Cairo Egypt,"True to its name, Central is situated at the center point of New Cairo's crossroads. Central is set to transform the business and commercial scene, offering a mixed-use development that captures the spirit of a dynamic city with an evolving blend of spaces and experiences. Offering a variety of office types alongside a selection of the most refined retail and entertainment, bringing an outstanding world-class experience to New Cairo. Whether searching for the ideal office space for a corporation, a go-to spot for your daily coffee runs, or a family-friendly venue, Central will meet you at the crossroads."
Mazarine Commercial,"16,994,000 EGP","Commercial, Retail",0,0,168.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZSPC6 Floor 1 Unit MZSPC612 Mazarine Commercial Mersa Matruh (k) Matrouh Egypt,"Nestled in Egypt’s flourishing Mazarine, Mazarine Sapphire Commercial offers the lively blend of modernity, luxury, charm and culture. The project merges various elements of style, offerings and surroundings, using vibrant techniques to outline the high standards for contemporary delight. The luxury district comes in 60 shops for light F&B being top-notch, as well as dashing retail stores. All shops are set across buildings, where each includes three shops on the ground floor, in addition to another three on the first floor. With a separate entryway from the rest of the residential building, Mazarine Sapphire Commercial is designed to grant the maximum privacy in an ideally positioned area that satisfies and guarantees appeal to business owners and visitors."
Alamain (Latin District),"7,556,000 EGP","Residential, Apartment",4,0,236.22,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A04 Floor 1 Unit Z05-CL06-A04-M4-01-04 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Latin City,"6,321,000 EGP","Residential, Apartment",3,0,181.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building Z6CL1159 Floor Ground floor Unit LC659G02 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Mazarine Apartment,"17,262,000 EGP","Residential, Apartment",3,3,266.3,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building MZAB17 Floor 3 Unit B171RA41 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
PODIA,"14,349,000 EGP","Commercial, Retail",0,0,48.5,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor Ground floor Unit MPR-0047 Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
Alamain (Latin District),"4,070,000 EGP","Residential, Apartment",1,0,71.27,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F07 Floor 7 Unit Z02-CL04-F07-M7-07-05 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Latin City,"11,340,000 EGP","Residential, Apartment",3,0,207.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building LC417 Floor Ground floor Unit LC417201 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Latin City,"8,456,000 EGP","Residential, Apartment",2,0,135.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building Z3CL0304 Floor Ground floor Unit LC304G06 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Alamain (Latin District),"6,041,000 EGP","Residential, Apartment",4,0,239.22,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A12 Floor 3 Unit Z05-CL12-A12-X7-S2-03-03 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Alamain (Latin District),"1,603,000 EGP","Residential, Apartment",0,0,66.88,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building C06 Floor 7 Unit Z05-CL11-C06-X7-07-03 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Alamain (Latin District),"6,344,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F07 Floor 7 Unit Z03-CL01-F07-M7-07-07 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
New Garden City,"7,007,000 EGP","Residential, Apartment",2,0,172.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor Ground floor Unit G722G7 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Alamain (Latin District),"7,030,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F07 Floor 1 Unit Z03-CL01-F07-M7-01-11 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Mazarine Apartment,"13,760,000 EGP","Residential, Apartment",3,3,252.0,2025,"['24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTF13 Floor 1st floor Unit MZTF1311 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
New Garden City,"15,017,000 EGP","Residential, Apartment",3,0,366.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 6th floor Unit G88362 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Alamain (Latin District),"7,542,000 EGP","Residential, Apartment",3,0,211.07,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E10 Floor 3 Unit Z05-CL02-E10-M7-03-01 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Alamain (Latin District),"11,523,000 EGP","Residential, Apartment",3,0,214.43,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E06 Floor 2 Unit Z02-CL10-E06-X7-02-03 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Latin City,"7,955,000 EGP","Residential, Apartment",2,0,135.0,2025,['Other'],North Coast,Matrouh,Building LC402 Floor 1st floor Unit LC402108 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Alamain (Latin District),"3,995,000 EGP","Residential, Apartment",1,0,121.69,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D21 Floor 2 Unit Z05-CL01-D21-X7-02-10 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
AlMaqsad Park,"4,623,000 EGP","Residential, Apartment",3,0,152.0,2025,"['Other', 'Building Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MPE13 Floor Ground floor Unit MPE13G2 AlMaqsad Park New Administrative Capital Cairo Cairo Egypt,"Carefully designed to maximize life within nature, AlMaqsad Parks provides unparalleled relaxation for those seeking added privacy amidst lush landscapes. With exceptional spaces to live in, expansive views of greenery, and inspiring amenities all around, discover your own tranquil home in the heart of The New Capital at AlMaqsad Parks."
Mazarine Apartment,"13,399,000 EGP","Residential, Apartment",3,3,252.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZCS85 Floor 5 Unit MZCS8531 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Latin City,"9,211,000 EGP","Residential, Apartment",3,1,207.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building LC423 Floor 3rd floor Unit LC423301 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Latin City,"13,389,000 EGP","Residential, Apartment",4,1,248.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building LC424 Floor 1st floor Unit LC424104 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Jade Park,"8,489,000 EGP","Residential, Apartment",4,2,235.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",New Administrative Capital,Cairo,Building 3R Floor 7th floor Unit JP3R74 Jade Park New Administrative Capital Cairo Cairo Egypt,"Welcome to Al Maqsad, your future destination in the heart of the New Capital. Set to be a prominent address in Egypt’s most sought-after location, Al Maqsad promises a full-fledge of vantages, including unique architectural designs with premium exterior and interior finishing, and a charming landscape with horizons of greenery and tree-lined pathways between every home. Its strategic proximity to the New Capital’s cultural city, smart city and sports city, as well as the Canadian and European university offers unmatched luxury, making it a future address for those who appreciate distinguished ways of living."
Mazarine Apartment,"12,911,000 EGP","Residential, Apartment",3,3,247.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZCS85 Floor 5 Unit MZCS8522 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Latin City,"11,379,000 EGP","Residential, Apartment",3,0,205.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",North Coast,Matrouh,Building Z3CL0806 Floor 2 Unit LC306210 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
